timestamp,位移X,位移Y,位移Z,加速度X,加速度Y,加速度Z,加速度幅值X,加速度幅值Y,加速度幅值Z,温度,速度X,速度Y,速度Z,频率X,频率Y,频率Z
1782918074.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.51,0.0,0.0,0.0,0.0,0.0,0.0
1782918079.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.51,0.0,0.0,0.0,0.0,0.0,0.0
1782918084.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0
1782918089.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0
1782918094.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0
1782918100.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0
1782918105.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0
1782918110.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0
1782918115.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,0.0,0.0,0.0,0.0,0.0,0.0
1782918120.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,0.0,0.0,0.0,0.0,0.0,0.0
1782918125.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.49,0.0,0.0,0.0,0.0,0.0,0.0
1782918130.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48,0.0,0.0,0.0,0.0,0.0,0.0
1782918135.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.48,0.0,0.0,0.0,0.0,0.0,0.0
1782918140.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47,0.0,0.0,0.0,0.0,0.0,0.0
1782918145.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.47,0.0,0.0,0.0,0.0,0.0,0.0
1782918150.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.46,0.0,0.0,0.0,0.0,0.0,0.0
1782918155.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.46,0.0,0.0,0.0,0.0,0.0,0.0
1782918160.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.45,0.0,0.0,0.0,0.0,0.0,0.0
1782918165.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.45,0.0,0.0,0.0,0.0,0.0,0.0
1782918170.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.45,0.0,0.0,0.0,0.0,0.0,0.0
1782918175.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.45,0.0,0.0,0.0,0.0,0.0,0.0
1782918180.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.44,0.0,0.0,0.0,0.0,0.0,0.0
1782918185.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.44,0.0,0.0,0.0,0.0,0.0,0.0
1782918190.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.44,0.0,0.0,0.0,0.0,0.0,0.0
1782918195.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.43,0.0,0.0,0.0,0.0,0.0,0.0
1782918200.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.43,0.0,0.0,0.0,0.0,0.0,0.0
